,animeID,name,title_english,type,source,genre,episodes,score,scored_by,rating,male_fan,female_fan,fan_base
0,1.0,Cowboy Bebop,Cowboy Bebop,TV,Original,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",26.0,8.81,405664.0,8.809993774368236,2922.0,597.0,2325.0
1,5.0,Cowboy Bebop: Tengoku no Tobira,Cowboy Bebop: The Movie,Movie,Original,"Action, Drama, Mystery, Sci-Fi, Space",1.0,8.41,120243.0,8.409982323268437,36.0,11.0,25.0
2,6.0,Trigun,Trigun,TV,Manga,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",26.0,8.3,212537.0,8.299990516891521,609.0,179.0,430.0
3,7.0,Witch Hunter Robin,Witch Hunter Robin,TV,Original,"Action, Magic, Police, Supernatural, Drama, Mystery",26.0,7.33,32837.0,7.329968161248858,18.0,24.0,-6.0
4,8.0,Bouken Ou Beet,Beet the Vandel Buster,TV,Manga,"Adventure, Fantasy, Shounen, Supernatural",52.0,7.03,4894.0,7.029847697464757,0.0,0.0,0.0
5,16.0,Hachimitsu to Clover,Honey and Clover,TV,Manga,"Comedy, Drama, Josei, Romance, Slice of Life",24.0,8.12,57065.0,8.119967835122313,283.0,140.0,143.0
6,17.0,Hungry Heart: Wild Striker,,TV,Manga,"Slice of Life, Comedy, Sports, Shounen",52.0,7.67,9307.0,7.669851147302319,6.0,3.0,3.0
7,18.0,Initial D Fourth Stage,,TV,Manga,"Action, Cars, Sports, Drama, Seinen",24.0,8.23,42555.0,8.22995428327592,35.0,1.0,34.0
8,19.0,Monster,Monster,TV,Manga,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",74.0,8.69,131233.0,8.689981669987121,1586.0,402.0,1184.0
9,20.0,Naruto,Naruto,TV,Manga,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",220.0,7.9,716412.0,7.899997744986607,734.0,479.0,255.0
10,21.0,One Piece,One Piece,TV,Manga,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",24.0,8.53,465454.0,8.52999517564338,2292.0,811.0,1481.0
11,22.0,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,"Action, Comedy, Sports, School, Shounen",178.0,8.0,50306.0,7.999965898962172,62.0,144.0,-82.0
12,23.0,Ring ni Kakero 1,,TV,Manga,"Action, Shounen, Sports",12.0,6.54,825.0,6.539690652651318,0.0,0.0,0.0
13,25.0,Sunabouzu,Desert Punk,TV,Manga,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",24.0,7.5,36185.0,7.499966409083347,45.0,4.0,41.0
14,26.0,Texhnolyze,Texhnolyze,TV,Original,"Action, Sci-Fi, Psychological, Drama",22.0,7.78,32198.0,7.779953553808814,336.0,53.0,283.0
15,27.0,Trinity Blood,Trinity Blood,TV,Light novel,"Action, Supernatural, Vampire",24.0,7.4,61471.0,7.399981853186655,25.0,55.0,-30.0
16,28.0,Yakitate!! Japan,Yakitate!! Japan,TV,Manga,"Comedy, Shounen",69.0,8.01,27616.0,8.009937519610746,44.0,29.0,15.0
17,29.0,Zipang,,TV,Manga,"Action, Military, Sci-Fi, Historical, Drama, Seinen",26.0,7.54,4534.0,7.539723148641674,13.0,3.0,10.0
18,30.0,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",26.0,8.33,402215.0,8.329994914372103,2569.0,607.0,1962.0
19,31.0,Neon Genesis Evangelion: Death & Rebirth,Neon Genesis Evangelion: Death & Rebirth,Movie,Original,"Drama, Mecha, Psychological, Sci-Fi",1.0,7.5,74480.0,7.4999836801209705,6.0,4.0,2.0
20,32.0,Neon Genesis Evangelion: The End of Evangelion,Neon Genesis Evangelion: The End of Evangelion,Movie,Original,"Sci-Fi, Dementia, Psychological, Drama, Mecha",1.0,8.5,215979.0,8.499989742008935,788.0,113.0,675.0
21,33.0,Kenpuu Denki Berserk,Berserk,TV,Manga,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",25.0,8.47,166504.0,8.469986874142458,1012.0,172.0,840.0
22,43.0,Ghost in the Shell,Ghost in the Shell,Movie,Manga,"Action, Sci-Fi, Police, Psychological, Mecha, Seinen",1.0,8.34,199591.0,8.339989701386276,557.0,58.0,499.0
23,44.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,OVA,Manga,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",4.0,8.78,94681.0,8.779973643132697,465.0,95.0,370.0
24,45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,TV,Manga,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",94.0,8.39,143693.0,8.389985347189793,431.0,177.0,254.0
25,46.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,Movie,Manga,"Samurai, Historical, Drama, Shounen",1.0,7.62,21576.0,7.6199381044209105,2.0,1.0,1.0
26,47.0,Akira,AKIRA,Movie,Manga,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen",1.0,8.17,214961.0,8.169991228585006,317.0,66.0,251.0
27,48.0,.hack//Sign,.hack//Sign,TV,Original,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",26.0,7.08,63557.0,7.079987483544007,54.0,18.0,36.0
28,50.0,Aa! Megami-sama! (TV),Ah! My Goddess,TV,Manga,"Comedy, Supernatural, Magic, Romance, Seinen",24.0,7.42,59169.0,7.419980809178469,69.0,13.0,56.0
29,51.0,Tenshi Kinryouku,Angel Sanctuary,OVA,Manga,"Action, Drama, Romance, Shoujo, Supernatural",3.0,6.4,23620.0,6.3999951093979925,1.0,6.0,-5.0
30,53.0,Ai Yori Aoshi,Ai Yori Aoshi,TV,Manga,"Harem, Slice of Life, Comedy, Drama, Romance",24.0,7.2,40592.0,7.199977446335328,25.0,3.0,22.0
31,54.0,Appleseed (Movie),,Movie,Manga,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen",1.0,7.18,34723.0,7.179974210318223,0.0,0.0,0.0
32,55.0,Arc the Lad,,TV,Game,"Action, Adventure, Fantasy, Horror, Sci-Fi",26.0,6.59,4474.0,6.589931727170947,0.0,0.0,0.0
33,56.0,Avenger,,TV,Original,"Adventure, Fantasy, Sci-Fi, Shounen",13.0,5.96,5451.0,5.9600595156071146,0.0,0.0,0.0
34,57.0,Beck,Beck: Mongolian Chop Squad,TV,Manga,"Comedy, Drama, Music, Shounen, Slice of Life",26.0,8.36,91614.0,8.359977345184632,386.0,68.0,318.0
35,58.0,Blue Gender,Blue Gender,TV,Original,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama",26.0,7.11,21542.0,7.109961680317969,25.0,9.0,16.0
36,59.0,Chobits,Chobits,TV,Manga,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",26.0,7.51,182381.0,7.5099932804722505,123.0,67.0,56.0
37,60.0,Chrno Crusade,Chrono Crusade,TV,Manga,"Action, Demons, Historical, Romance, Shounen, Supernatural",24.0,7.75,81366.0,7.749981988755761,60.0,62.0,-2.0
38,61.0,D.N.Angel,D.N.Angel,TV,Manga,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",26.0,7.3,78088.0,7.299986995339804,31.0,42.0,-11.0
39,62.0,D.C.: Da Capo,D.C.~Da Capo~,TV,Visual novel,"Harem, Drama, Magic, Romance",26.0,6.86,24731.0,6.859976729706049,9.0,0.0,9.0
40,63.0,DearS,DearS,TV,Manga,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",12.0,6.73,61303.0,6.729992732596405,9.0,4.0,5.0
41,64.0,Rozen Maiden,Rozen Maiden,TV,Manga,"Action, Comedy, Drama, Magic, Seinen",12.0,7.52,76580.0,7.519983866482416,48.0,51.0,-3.0
42,65.0,Rozen Maiden: Träumend,Rozen Maiden: Träumend,TV,Manga,"Action, Comedy, Drama, Magic, Seinen",12.0,7.73,48438.0,7.729970157911807,10.0,6.0,4.0
43,67.0,Basilisk: Kouga Ninpou Chou,Basilisk,TV,Manga,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",24.0,7.64,57199.0,7.639976302081992,50.0,23.0,27.0
44,69.0,Cluster Edge,,TV,Original,"Action, Fantasy, Military, Sci-Fi",25.0,6.44,2241.0,6.439930632957176,0.0,0.0,0.0
45,71.0,Full Metal Panic!,Full Metal Panic!,TV,Light novel,"Action, Military, Sci-Fi, Comedy, Mecha",24.0,7.74,177049.0,7.739991779040328,217.0,76.0,141.0
46,72.0,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,TV,Light novel,"Action, Comedy, School",12.0,8.14,133639.0,8.139986115527462,159.0,55.0,104.0
47,73.0,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,TV,Light novel,"Action, Military, Mecha",13.0,8.02,115427.0,8.019984964472139,115.0,25.0,90.0
48,75.0,Soukyuu no Fafner: Dead Aggressor,Fafner of the Blue Sky,TV,Original,"Action, Drama, Mecha, Military, Sci-Fi",25.0,7.35,10912.0,7.34990236223678,9.0,5.0,4.0
49,76.0,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,TV,Original,"Action, Comedy, Drama, Magic, Super Power",13.0,7.48,32683.0,7.4799634218299484,25.0,16.0,9.0
50,77.0,Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,TV,Original,"Action, Comedy, Drama, Magic, Super Power",13.0,8.05,26706.0,8.049933892952785,61.0,16.0,45.0
51,79.0,Shuffle!,Shuffle!,TV,Visual novel,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",24.0,7.21,101261.0,7.209990860135984,94.0,17.0,77.0
52,80.0,Mobile Suit Gundam,Mobile Suit Gundam,TV,Original,"Action, Military, Sci-Fi, Space, Mecha",43.0,7.85,31375.0,7.849950104509498,138.0,16.0,122.0
53,81.0,Mobile Suit Gundam: The 08th MS Team,Mobile Suit Gundam: The 08th MS Team,OVA,Original,"Military, Sci-Fi, Adventure, Drama, Romance, Mecha",12.0,8.09,26728.0,8.089932450861983,86.0,9.0,77.0
54,82.0,Mobile Suit Gundam 0080: War in the Pocket,Mobile Suit Gundam 0080: War in the Pocket,OVA,Original,"Military, Sci-Fi, Space, Drama, Mecha",6.0,7.88,17659.0,7.879909653402604,85.0,9.0,76.0
55,83.0,Mobile Suit Gundam: The 08th MS Team - Miller's Report,,Movie,Original,"Military, Sci-Fi, Drama, Romance, Mecha",1.0,6.9,5015.0,6.899877288494815,0.0,0.0,0.0
56,84.0,Mobile Suit Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,OVA,Original,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",13.0,7.4,15167.0,7.399926455636208,27.0,0.0,27.0
57,85.0,Mobile Suit Zeta Gundam,Mobile Suit Zeta Gundam,TV,Original,"Military, Sci-Fi, Space, Drama, Romance, Mecha",50.0,7.99,20063.0,7.989914995967404,155.0,13.0,142.0
58,86.0,Mobile Suit Gundam ZZ,Mobile Suit Gundam ZZ,TV,Original,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",47.0,6.73,11017.0,6.729959564266654,8.0,2.0,6.0
59,87.0,Mobile Suit Gundam: Char's Counterattack,Mobile Suit Gundam: Char's Counterattack,Movie,Novel,"Military, Sci-Fi, Space, Drama, Mecha",1.0,7.74,15090.0,7.739903550400238,19.0,1.0,18.0
60,88.0,Mobile Suit Gundam F91,Mobile Suit Gundam F91,Movie,Original,"Drama, Mecha, Military, Sci-Fi, Space",1.0,6.78,9833.0,6.779949611459222,7.0,1.0,6.0
61,89.0,Mobile Suit Victory Gundam,Mobile Suit V Gundam,TV,Original,"Military, Sci-Fi, Space, Drama, Mecha",51.0,6.85,6156.0,6.849908149925286,4.0,0.0,4.0
62,90.0,Mobile Suit Gundam Wing,Mobile Suit Gundam Wing,TV,Original,"Action, Military, Sci-Fi, Space, Drama, Mecha",49.0,7.82,62406.0,7.819975395053279,105.0,56.0,49.0
63,91.0,Mobile Suit Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,OVA,Original,"Action, Drama, Mecha, Military, Sci-Fi, Space",3.0,7.85,20559.0,7.849923855986867,0.0,0.0,0.0
64,92.0,After War Gundam X,After War Gundam X,TV,Original,"Sci-Fi, Adventure, Space, Drama, Mecha",39.0,7.36,10345.0,7.359896044760293,30.0,0.0,30.0
65,94.0,Mobile Suit Gundam SEED Destiny,,TV,Original,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",50.0,7.3,47750.0,7.29997873299177,28.0,24.0,4.0
66,95.0,Turn A Gundam,∀ Gundam,TV,Original,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",50.0,7.73,9204.0,7.729842963507876,54.0,4.0,50.0
67,96.0,Mobile Fighter G Gundam,Mobile Fighter G Gundam,TV,Original,"Sci-Fi, Adventure, Space, Comedy, Sports, Drama, Romance, Martial Arts, Mecha",49.0,7.6,25027.0,7.599947438033002,54.0,6.0,48.0
68,97.0,Last Exile,Last Exile,TV,Original,"Action, Sci-Fi, Adventure",26.0,7.89,55389.0,7.889971014246073,113.0,17.0,96.0
69,98.0,Mai-HiME,My-Hime,TV,Original,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",26.0,7.53,42321.0,7.529970570367421,36.0,58.0,-22.0
70,99.0,Mai-Otome,My-Otome,TV,Original,"Comedy, Drama, Fantasy, Magic",26.0,7.36,21354.0,7.359949636108171,13.0,10.0,3.0
71,101.0,Air,Air,TV,Visual novel,"Slice of Life, Supernatural, Drama, Romance",12.0,7.41,120702.0,7.409990675286364,93.0,101.0,-8.0
72,102.0,Aishiteruze Baby★★,,TV,Manga,"Comedy, Drama, Romance, Shoujo",26.0,7.54,40784.0,7.53996921611107,24.0,14.0,10.0
73,103.0,Akazukin Chacha,Red Riding Hood Chacha,TV,Manga,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",74.0,7.46,3269.0,7.459640513483177,1.0,3.0,-2.0
74,104.0,Ayashi no Ceres,"Ceres, Celestial Legend",TV,Manga,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",24.0,7.33,21170.0,7.329950615421567,2.0,23.0,-21.0
75,105.0,Boys Be...,Boys Be...,TV,Manga,"Slice of Life, Comedy, Romance, Shounen",13.0,6.52,7160.0,6.519967110611645,0.0,0.0,0.0
76,106.0,Hana yori Dango,Hana Yori Dango,TV,Manga,"Drama, Romance, School, Shoujo",51.0,7.84,15258.0,7.839898058790877,5.0,43.0,-38.0
77,107.0,Ou Dorobou Jing,Jing: King of Bandits,TV,Manga,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",13.0,7.31,11279.0,7.309909085025708,3.0,1.0,2.0
78,108.0,Ou Dorobou Jing in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,OVA,Original,"Adventure, Fantasy, Psychological, Comedy, Shounen",3.0,7.37,4665.0,7.369767355141446,0.0,0.0,0.0
79,109.0,Bakuretsu Tenshi,Burst Angel,TV,Original,"Adventure, Comedy, Mecha, Sci-Fi",24.0,6.89,24602.0,6.889975388330284,5.0,3.0,2.0
80,110.0,Chuuka Ichiban!,,TV,Manga,"Action, Comedy, Drama, Shounen",52.0,7.7,4991.0,7.699716442125399,8.0,6.0,2.0
81,112.0,Chou Henshin Cosprayers,The Cosmopolitan Prayers,TV,Original,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",8.0,5.03,2339.0,5.030536102175209,0.0,0.0,0.0
82,113.0,Uchuu no Stellvia,Stellvia,TV,Original,"Action, Mecha, Romance, Sci-Fi, Space",26.0,7.44,7477.0,7.439845477278683,6.0,3.0,3.0
83,114.0,Sakigake!! Cromartie Koukou,Cromartie High School,TV,Manga,"Comedy, School, Shounen",26.0,7.99,36280.0,7.989952991347813,69.0,15.0,54.0
84,115.0,El Hazard: The Alternative World,,TV,Original,"Adventure, Comedy, Fantasy",13.0,6.9,3851.0,6.899840207448076,1.0,0.0,1.0
85,116.0,El Hazard: The Wanderers,El-Hazard: The Wanderers,TV,Original,"Adventure, Comedy, Romance, Fantasy",26.0,7.04,5131.0,7.039852782363599,0.0,0.0,0.0
86,117.0,El Hazard: The Magnificent World,,OVA,Original,"Adventure, Comedy, Fantasy, Romance",7.0,7.39,5695.0,7.3898059127615845,2.0,1.0,1.0
87,118.0,El Hazard 2: The Magnificent World,,OVA,Original,"Adventure, Comedy, Fantasy",4.0,6.94,3348.0,6.939804263687665,0.0,0.0,0.0
88,119.0,Final Approach,,TV,Visual novel,"Comedy, Drama, Romance, Slice of Life",13.0,6.63,14922.0,6.62997684641761,0.0,0.0,0.0
89,120.0,Fruits Basket,Fruits Basket,TV,Manga,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",26.0,7.77,175617.0,7.769991541180801,81.0,465.0,-384.0
90,121.0,Fullmetal Alchemist,Fullmetal Alchemist,TV,Manga,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",51.0,8.28,524986.0,8.279996198913668,858.0,576.0,282.0
91,122.0,Full Moon wo Sagashite,Searching for the Full Moon,TV,Manga,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",52.0,8.04,32470.0,8.039945935730035,26.0,103.0,-77.0
92,123.0,Fushigi Yuugi,Mysterious Play,TV,Manga,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",52.0,7.75,35246.0,7.74995842140012,32.0,168.0,-136.0
93,124.0,Fushigi Yuugi: Eikouden,Mysterious Play: Eikoden,OVA,Manga,"Adventure, Fantasy, Romance, Drama, Shoujo",4.0,6.96,7196.0,6.959906138542447,0.0,0.0,0.0
94,125.0,Futakoi,Twin Love,TV,Original,"Comedy, Romance, School",13.0,6.57,13132.0,6.569978259277392,2.0,0.0,2.0
95,126.0,Futakoi Alternative,,TV,Original,"Comedy, Drama, Romance",13.0,6.98,9636.0,6.979927828067863,12.0,0.0,12.0
96,127.0,Gate Keepers,,TV,Game,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",24.0,7.04,7175.0,7.039894715592251,2.0,1.0,1.0
97,128.0,Gate Keepers 21,,OVA,Game,"Action, Drama, Mecha, Sci-Fi, Shounen",6.0,6.85,3789.0,6.849850786039575,3.0,1.0,2.0
98,129.0,Gensoumaden Saiyuuki,Saiyuki,TV,Manga,"Adventure, Comedy, Supernatural, Drama, Shounen",50.0,7.67,15344.0,7.669909708640598,7.0,39.0,-32.0
99,130.0,Saiyuuki Reload,Saiyuki Reload,TV,Manga,"Action, Adventure, Comedy, Drama, Fantasy, Josei",25.0,7.5,9345.0,7.499869942123902,2.0,6.0,-4.0
100,131.0,Saiyuuki Reload Gunlock,Saiyuki Gunlock,TV,Manga,"Action, Adventure, Comedy, Fantasy, Josei",26.0,7.51,6086.0,7.5097986658600275,2.0,2.0,0.0
101,132.0,GetBackers,Getbackers,TV,Manga,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",49.0,7.68,38643.0,7.679963887772745,22.0,21.0,1.0
102,133.0,Green Green,Green Green,TV,Visual novel,"Comedy, Ecchi, Romance, School, Slice of Life",12.0,6.34,55059.0,6.33999899162895,4.0,0.0,4.0
103,134.0,Gunslinger Girl,Gunslinger Girl,TV,Manga,"Action, Psychological, Military, Drama, Sci-Fi",13.0,7.5,57472.0,7.4999788505748795,85.0,22.0,63.0
104,135.0,Hikaru no Go,Hikaru no Go,TV,Manga,"Comedy, Game, Shounen, Supernatural",75.0,8.16,41770.0,8.159955099927942,89.0,70.0,19.0
105,136.0,Hunter x Hunter,Hunter x Hunter,TV,Manga,"Action, Adventure, Super Power, Fantasy, Shounen",62.0,8.47,126542.0,8.469982729025627,245.0,130.0,115.0
106,137.0,Hunter x Hunter: Yorkshin City Kanketsu-hen,,OVA,Manga,"Action, Adventure, Super Power, Shounen",8.0,8.38,42591.0,8.379950800128897,5.0,9.0,-4.0
107,138.0,Hunter x Hunter: Greed Island,,OVA,Manga,"Action, Adventure, Super Power, Fantasy, Shounen",8.0,8.3,47733.0,8.299957775989652,1.0,0.0,1.0
108,139.0,Hunter x Hunter: Greed Island Final,,OVA,Manga,"Action, Adventure, Super Power, Fantasy, Shounen",14.0,8.37,46268.0,8.369954926172815,1.0,2.0,-1.0
109,142.0,Kamikaze Kaitou Jeanne,,TV,Manga,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",44.0,7.52,19874.0,7.519937835425911,2.0,14.0,-12.0
110,143.0,Kannazuki no Miko,Destiny of the Shrine Maiden,TV,Manga,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",12.0,6.98,22861.0,6.979969577424984,12.0,24.0,-12.0
111,144.0,Kanon,,TV,Visual novel,"Drama, Romance, Slice of Life, Supernatural",13.0,7.2,20807.0,7.199956001494137,9.0,4.0,5.0
112,145.0,Kareshi Kanojo no Jijou,His and Her Circumstances,TV,Manga,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",26.0,7.64,50253.0,7.639973026606638,122.0,67.0,55.0
113,146.0,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,TV,Original,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",12.0,6.85,23719.0,6.849976158477656,2.0,2.0,0.0
114,148.0,Kita e.: Diamond Dust Drops,Diamond Daydreams,TV,Visual novel,"Drama, Romance, Slice of Life",12.0,6.7,1991.0,6.699791405165657,0.0,0.0,0.0
115,149.0,Loveless,Loveless,TV,Manga,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",12.0,7.08,52430.0,7.079984827279472,5.0,37.0,-32.0
116,150.0,Blood+,Blood+,TV,Original,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",50.0,7.75,112413.0,7.749986963181542,136.0,255.0,-119.0
117,151.0,Re: Cutey Honey,,OVA,Manga,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",3.0,7.15,6949.0,7.149875464617265,11.0,16.0,-5.0
118,152.0,Solty Rei,,TV,Original,"Action, Sci-Fi, Super Power",24.0,7.33,9430.0,7.32988913997349,5.0,5.0,0.0
119,153.0,Juuni Kokuki,The Twelve Kingdoms,TV,Novel,"Action, Adventure, Fantasy, Magic, Supernatural",45.0,8.12,30208.0,8.11993923926942,121.0,87.0,34.0
120,154.0,Shaman King,Shaman King,TV,Manga,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",64.0,7.83,127151.0,7.8299878450916225,57.0,39.0,18.0
121,155.0,X/1999,X - The Movie,Movie,Manga,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",1.0,6.66,14810.0,6.65997464580987,5.0,6.0,-1.0
122,156.0,X,X,TV,Manga,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",24.0,7.51,27469.0,7.509955386934473,9.0,26.0,-17.0
123,157.0,Mahou Sensei Negima!,Negima!,TV,Manga,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",26.0,7.06,47384.0,7.059983633620132,16.0,7.0,9.0
124,158.0,Maria-sama ga Miteru,Maria Watches Over Us,TV,Light novel,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",13.0,7.43,14842.0,7.429922824165599,20.0,23.0,-3.0
125,159.0,Boukyaku no Senritsu,The Melody of Oblivion,TV,Manga,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",24.0,6.39,4749.0,6.389977785071577,3.0,1.0,2.0
126,160.0,"Ima, Soko ni Iru Boku","Now and Then, Here and There",TV,Original,"Adventure, Drama, Fantasy, Military, Sci-Fi",13.0,7.73,26652.0,7.729945765170526,118.0,33.0,85.0
127,161.0,Peace Maker Kurogane,Peace Maker Kurogane,TV,Manga,"Action, Comedy, Historical, Samurai, Shounen",24.0,7.39,18076.0,7.389938843784366,5.0,16.0,-11.0
128,162.0,Pita Ten,Pita-Ten,TV,Manga,"Comedy, Fantasy, Kids, Romance, School, Shounen",26.0,7.03,8022.0,7.029907077039759,0.0,0.0,0.0
129,163.0,Power Stone,,TV,Game,"Adventure, Comedy, Fantasy, Historical, Shounen",26.0,6.53,2631.0,6.529906716979479,0.0,0.0,0.0
130,164.0,Mononoke Hime,Princess Mononoke,Movie,Original,"Action, Adventure, Fantasy",1.0,8.79,368410.0,8.78999319911482,681.0,185.0,496.0
131,165.0,RahXephon,RahXephon,TV,Original,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",26.0,7.49,32471.0,7.4899628750643625,91.0,17.0,74.0
132,166.0,Samurai 7,Samurai 7,TV,Other,"Historical, Mecha, Samurai, Sci-Fi",26.0,7.56,45991.0,7.55997226646134,37.0,9.0,28.0
133,167.0,Scrapped Princess,Scrapped Princess,TV,Light novel,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",24.0,7.47,29989.0,7.469960469459486,34.0,14.0,20.0
134,168.0,s.CRY.ed,s-CRY-ed,TV,Original,"Action, Sci-Fi, Adventure, Super Power, Drama",26.0,7.43,30526.0,7.429962475156091,37.0,9.0,28.0
135,169.0,Shingetsutan Tsukihime,Lunar Legend Tsukihime,TV,Visual novel,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",12.0,7.02,53265.0,7.019986191549769,23.0,8.0,15.0
136,170.0,Slam Dunk,Slam Dunk,TV,Manga,"Comedy, Sports, Drama, School, Shounen",101.0,8.54,60029.0,8.539962426771448,186.0,53.0,133.0
137,171.0,Strange Dawn,,TV,Original,"Adventure, Drama, Fantasy",13.0,6.52,848.0,6.519722590212001,2.0,0.0,2.0
138,174.0,Tenjou Tenge,Tenjho Tenge,TV,Manga,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",24.0,7.04,67126.0,7.039988744902796,21.0,9.0,12.0
139,175.0,Tokyo Underground,Tokyo Underground,TV,Manga,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",26.0,6.69,8865.0,6.6899542611200085,0.0,0.0,0.0
140,176.0,Triangle Heart: Sweet Songs Forever,,OVA,Original,"Adventure, Romance",4.0,6.24,2182.0,6.240020375213005,0.0,0.0,0.0
141,177.0,Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,TV,Manga,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",26.0,7.63,72410.0,7.6299814182802335,34.0,74.0,-40.0
142,178.0,Ultra Maniac,Ultramaniac - Magical Girl,TV,Manga,"Magic, Comedy, Romance, School, Shoujo",26.0,7.25,9973.0,7.249903196219169,1.0,7.0,-6.0
143,180.0,Vandread,Vandread,TV,Original,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",13.0,7.28,35117.0,7.279971652118287,26.0,4.0,22.0
144,181.0,Vandread: The Second Stage,,TV,Original,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",13.0,7.49,26079.0,7.4899537760387265,7.0,0.0,7.0
145,183.0,Whistle!,,TV,Manga,"School, Shounen, Sports",39.0,7.49,4787.0,7.489748220361318,2.0,0.0,2.0
146,184.0,Xenosaga The Animation,,TV,Game,"Action, Mecha, Sci-Fi, Shounen, Space",12.0,6.43,6699.0,6.429978280461191,0.0,0.0,0.0
147,186.0,Initial D Second Stage,Initial D Second Stage,TV,Manga,"Action, Cars, Sports, Drama, Seinen",13.0,8.16,52693.0,8.159964407315634,16.0,0.0,16.0
